수집일자,게임명,영상ID,영상제목,영상설명,게시일,채널ID,채널명,태그,카테고리ID,썸네일URL,defaultLanguage,duration,영상길이(초),영상길이(표시),dimension,definition,caption,licensedContent,privacyStatus,madeForKids,viewCount,likeCount,commentCount,구독자수,채널총조회수,채널업로드영상수,채널개설일,자막유형
2025-05-18,서든,iHSpetmF2RA,서든은 자신감이죠 【서든어택 랭크전】,"서든은 자신감이죠 【서든어택 랭크전】 #서든 #이아람 #랭크전 #하이라이트 

🎥생방송 아프리카TV : https://bj.afreecatv.com/zmluny123
🖥이아람 장비&컴퓨터 사양 : 유튜브 커뮤니티 참조🖱

구독💕 좋아요👍 알림설정🔔 댓글💕 정말 큰 힘이 됩니다💕

📢BGM
✔️Track - Energetic Rock Background  No Copyright Music By Anwar Amr
✔️Track - Anwar Amr - Epic Cinematic Background
✔️Track - Epicness  Epic Music No Copyright Music By Anwar Amr
✔️Soundcloud - musictoday80​

✔️Track - Marty Gots a Plan - Kevin MacLeod
✔️출처 - http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1500015

🎵 Intro BGM : DayFox  Departure
🎵 Outro BGM : Fantasy - Tobu & ltro

#서든 #이아람 #랭크전 #하이라이트",2024-01-20T02:00:16Z,UCtc93MB4ZxukX0LaQZVXR-A,이아람,"서든, 서든어택, 슉맨, 슉맨갓, 랭크전, 서든랭크전, 슉맨랭크전, suddenattack, syukmangod, syukman, 머더티비, 울산머더, 머더, 32구역, 생존, 생존모드, 살아남기, 숏라플, 라플, 울산, 울산클랜, 런런런, 생존모드2, 생존2, 모드, 모드2, 머더tv, 3보급, 3보, 에보, 에이보급, 대한, 심형, 로리, 랜딩, 배그, 배틀그라운드, fps, 파이널존, 유머, 꿀잼, #서든, #서든어택, #임준영, #슉맨, #레일리, #네이비, #김지훈, #머더, #위티, #해적, #미스, #라라, #랭크전, #골드, #마스터, #그마, #레전드, #불레전드, #서든꿀팁, #랜딩, #킴성태, #대회, #랭크전꿀팁, #핵, #검거, #방플, #랭크전강좌, #화이트스콜, #불전드, #화콜, #위폭, 킥스나, 빡사, 보빡, 미키, 미키스나, 갓주일, 맹밍, 스나, 스나이퍼, 승급전, 서든핵, 강승산, 승산, 레전드, 불전드, 불레, 키티, 장근, 서든비제이, 서든어택비제이, bj, 서든bj, 랜딩스나, 미라지, 슈프림, 해적, 손대한, 비스나, 에이스나, 돌격, 에케, 에이케이, 주일, 킥튭, 킥튜브",20,https://i.ytimg.com/vi/iHSpetmF2RA/hqdefault.jpg,,PT10M35S,635,10:35,,,,,,,957,6,7,370,999336.0,127.0,,skip
2025-05-18,서든,b14oMi2esYM,샷발보다 중요한 게임 센스 늘리기!! [서든어택 랭크전],"#서든어택  #서든랭크전  




아프리카 생방송: https://bj.afreecatv.com/wjsqudtn9
오후 12시 - 오후 10시 
솔루션은 글로리솔루션⭐️
디자인은 미유디자인⭐️
의자는 광명의자⭐️
피시는 SPEEDPC ⭐️




[저작권]
아웃트로브금
NCS - Fearless
Music from #InAudio: https://inaudio.org/ inaudio",2024-01-20T02:32:01Z,UCEJ_pyt0teFB9ajxoT5V0Vg,혀반샷우니,,22,https://i.ytimg.com/vi/b14oMi2esYM/hqdefault.jpg,,PT8M53S,533,08:53,,,,,,,7017,57,47,10800,10435052.0,600.0,,skip
2025-05-18,FC온라인,k3NBLxDK3_A,피파 온라인 맨유,완-패,2024-01-20T02:59:29Z,UCeOGs68spArVesxk5N8gFyg,crokerjun,,22,https://i.ytimg.com/vi/k3NBLxDK3_A/hqdefault.jpg,,PT10M49S,649,10:49,,,,,,,1,1,0,5,29.0,4.0,,skip
2025-05-18,FC온라인,vL-Vxib6GSI,공식 경기 12연승! 혁나브리 4213 전술 #플레이모음 #FC온라인 #바르셀로나,"00:00 짱대낙
00:18 전술
00:51 패스
03:58 크로스
07:06 역습
09:19 중거리
12:43 개인기

구독과 좋아요 부탁드립니다.  큰 힘이 됩니다!
#피파4 #4213 #리뷰 #바르셀로나 #피파온라인4 #FC온라인 #챔스
ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ
글꼴: 여기어때 잘난체 고딕
Track: Daniel Levi - Clown Around [NCS Release]
Music provided by NoCopyrightSounds.
Watch: http://ncs.lnk.to/clownaroundAT/youtube
Free Download / Stream: http://ncs.io/clownaround

Wiguez - Pray Tonight (ft. P-One) [NCS Release]
Free Download/Stream: https://ncs.io/PrayTonight
Watch: http://youtu.be/HRWY427zhqY

Track: Diamond Eyes - 23 [NCS Release]
Music provided by NoCopyrightSounds.
Watch: https://youtu.be/Sxcqo4iQwzc
Free Download / Stream: http://ncs.io/D23

Track: OSKI - What's The Problem? [NCS Release]
Music provided by NoCopyrightSounds.
Watch: http://ncs.lnk.to/WTPAT/youtube
Free Download / Stream: http://ncs.io/WTP

Track: OSKI - What's The Problem? [NCS Release]
Music provided by NoCopyrightSounds.
Watch: http://ncs.lnk.to/WTPAT/youtube
Free Download / Stream: http://ncs.io/WTP

Track: Jim Yosef - Volcano (feat. Scarlett) [NCS Release]
Music provided by NoCopyrightSounds.
Watch: https://youtu.be/VqaBmK4u0JI
Free Download / Stream: http://ncs.io/Volcano

Track: Cartoon - Don't Be A Stranger (Ft. Jason Diaz) [NCS Release]
Music provided by NoCopyrightSounds.
Watch: https://youtu.be/82FyrLo5N4Y
Free Download / Stream: http://ncs.io/DontBeAStranger

Track: Poylow & Mandrazo - Loneliness (feat. Barmuda) [NCS Release]
Music provided by NoCopyrightSounds.
Watch: http://ncs.lnk.to/LonelinessAT/youtube
Free Download / Stream: http://ncs.io/Loneliness",2024-01-20T03:45:01Z,UCkg-p8nRSPFPPDjGPrbHsPA,혁나브리,"#게임, 피파, 피파4, 개인기, 피파온라인4, FIFAONLINE4, shorts, 드리블",20,https://i.ytimg.com/vi/vL-Vxib6GSI/hqdefault.jpg,,PT15M12S,912,15:12,,,,,,,26227,141,48,28400,33209582.0,3901.0,,skip
2025-05-18,FC온라인,imU8CJ09v4A,24토티 550배 레전드 !!!!!!!!!  FC온라인,"안녕하세요 F파일 토마스 입니다.

영상 재밌게 보셨다면 구독 좋아요 부탁드립니다.
감사합니다.

#슈퍼챔피언스 
#슈챔 
#감모
#뉴택틱스
#감독모드
#감모전술
#전술 
#공식경기 
#FC온라인
#FConline
#피파온라인4
#FIFAONLINE4
#피파4
#피온4
#F파일 #토마스 
#스케줄 #24Toty #24토티 #23토티 #23toty #토티팩 #토티상자",2024-01-20T04:40:11Z,UCyZXLzORHoh9QMwA7IwS0pA,F파일 토마스,,22,https://i.ytimg.com/vi/imU8CJ09v4A/hqdefault.jpg,,PT11M39S,699,11:39,,,,,,,2364,15,8,7120,2522931.0,598.0,,skip
2025-05-18,배틀그라운드,75AjZZyskCQ,쵸로키와 커플이 된 히키킹.. 배틀그라운드 커플대항전,"우왁굳 왁타버스 고정멤버 히키킹 이무니다.
#쵸로키 #우왁굳 #왁타버스 #히키킹 #버튜버 #배그 #배틀그라운드 #고멤아카데미 #교멤",2024-01-20T09:45:00Z,UCY30iJOT0k5pmoCfHvpMw5w,히키킹 Hiki King,"왁타버스, 우왁굳, 고멤, 고정멤버, 버튜버, 히키킹, 브이튜버, vrchat, vr챗, shorts, 애니, anime, バーチューバー, virtual Youtuber, V-Tuber, 버츄얼 유튜버, 풀트, 메타버스, アニメ, 트위치, 생방, Twitch, ツイッチ, 우치하, 찐따, 너드남, 노창, 이세카이, 이세계, 버튜버 1위, VTuber, 이세계 오빠들, 트루러버, TRUE LOVER, 이세돌, 이세들, 팬미팅, 직캠, 이세계아이돌, 왁타제일검, 스파이패밀리, SPYFAMILY, スパイファミリー, 호시노겐, 星野源, 喜劇, Comedy, 희극, 커버, cover, 배그, 배틀그라운드, 쵸로키, 고멤 아카데미, 교멤",20,https://i.ytimg.com/vi/75AjZZyskCQ/hqdefault.jpg,,PT11M55S,715,11:55,,,,,,,87332,1897,114,61800,28851050.0,256.0,,skip
2025-05-18,FC온라인,8IUXebSXwXM,"요즘 ""강화장사""는 이런식으로 합니다! 피파4 FC온라인","피시방 대리 광고 받습니다! 광고문의 이메일: cutegjzz6@naver.com

대낙은? 무조건 700원 대낙 개별대낙 1000원에 10분접속까지!
구글, 네이버 피파월드 검색 초스피드 안전대낙 피파월드 아레나
카톡문의:arena1004

헝구야 아프리카TV :  https://bj.afreecatv.com/wngudrb

#피파온라인4   #피파4   #강화장사  #감스트  #존잘벅이  #두치와뿌꾸  #이상호",2024-01-20T10:35:04Z,UCuGvPf5BIIl0GeiUdj7cPVQ,헝구야,,20,https://i.ytimg.com/vi/8IUXebSXwXM/hqdefault.jpg,,PT8M10S,490,08:10,,,,,,,17947,99,20,9540,4342684.0,843.0,,skip
2025-05-18,FC온라인,fWmaC4ZG2B4,fc온라인 1월 첫째주 골모음,#fc온라인 #피파4 #공식경기 #골모음  #볼프스부르크,2024-01-20T11:01:23Z,UC-SJL9P-HFXhMll5_LYM--g,주피니스,,22,https://i.ytimg.com/vi/fWmaC4ZG2B4/hqdefault.jpg,,PT4M6S,246,04:06,,,,,,,4,0,0,2,8.0,3.0,,skip
2025-05-18,서든,ULgTYbQVQ28,2년만에 돌아온 압쎄의 서든어택 탐방,"감사합니다.
#서든어택",2024-01-20T12:42:14Z,UCl0Wh07NYL7ChoIK7pNZdLg,압쎄,,22,https://i.ytimg.com/vi/ULgTYbQVQ28/hqdefault.jpg,,PT11M32S,692,11:32,,,,,,,352,7,2,106,28844.0,44.0,,skip
2025-05-18,FC온라인,-lXjFzQHUIs,설날패키지 무조건 이걸로 까세요 피파4 fc온라인,#피파온라인4 #fc온라인 #설날패키지,2024-01-20T13:42:59Z,UCSdzYITFKZQRCWKoDZcd5Dw,존잘벅이,,20,https://i.ytimg.com/vi/-lXjFzQHUIs/hqdefault.jpg,,PT7M7S,427,07:07,,,,,,,18984,122,19,147000,91205828.0,3936.0,,skip
2025-05-18,롤,CFOhrhfLrdw,하이라이트인척 하는 배치 영상 #리그오브레전드,"다이아2 마무리한 계정입니다!
재밌게 봐주세요!
(편집처음해봐서 생각보다 오래걸렸지만 재밌게 했어요)
:)

#롤 #리그오브레전드 #하이라이트",2024-01-20T14:57:58Z,UCG6NzIZuf75ePj_lJzlGH4g,소울리,"롤, 배치, 리그오브레전드, 마스터, League, League of Legends, lol, LoL, lck, 매드무비, 하이라이트",20,https://i.ytimg.com/vi/CFOhrhfLrdw/hqdefault.jpg,,PT9M59S,599,09:59,,,,,,,159,5,4,113,404270.0,69.0,,skip
2025-05-18,FC온라인,90SQO_QWDqk,24토티 1대장 손흥민 은카 직접 써봤더니 극찬 나왔다ㅋㅋ,"편집자 : 옴스

No.1 FC온라인 두치와뿌꾸 방송입니다. 
구독과 좋아요가 뿌꾸에게 큰 힘이 됩니다! 사랑합니다!
Duchi and Bbuggu channel subscribe please!

광고,스폰문의 : ate8282@naver.com
매일 저녁 10시 생방시작!낮방 랜덤!

두치와 뿌꾸 AfreecaTV : http://www.afreecatv.com/galsa
두치와 뿌꾸 Youtube : https://www.youtube.com/user/galsa11
두치와 뿌꾸 facebook : https://m.facebook.com/taeeun.ahn.33
두치와 뿌꾸 인스타그램 : https://www.instagram.com/taeeuna
두치와 뿌꾸 틱톡:https://www.tiktok.com/@galsa11
CW이벤트   팬페이지  : https://crazywin.kr
#24toty #손흥민 #선수리뷰 #두치와뿌꾸 #FC #FC온라인 #피파4 #피파온라인4",2024-01-20T15:00:09Z,UCl402YYy7RcH7PBI3npmGPQ,두치와뿌꾸,"두치, 뿌꾸, 스쿼드, 축구, 강화, 금카, 신규패키지, fifa4, 믹슈, 두뿌, 출정식, toty, 선수팩, 크밀리, vlvk, Qnrn, QnRn, vlvk4, fc온라인, FC",20,https://i.ytimg.com/vi/90SQO_QWDqk/hqdefault.jpg,,PT11M29S,689,11:29,,,,,,,233069,1233,73,863000,2159615135.0,18493.0,,skip
2025-05-18,롤,Wi3Pw6GqgUI,[2024.01.20] 오늘 밤 사냥을 나선다 (리그 오브 레전드) - 천양의 두개재,,2024-01-20T17:25:55Z,UCa0YC3wW9sHsugwnekjzQ0A,천양의 두개재 ,"천양, 우왁굳, 왁타버스",20,https://i.ytimg.com/vi/Wi3Pw6GqgUI/hqdefault.jpg,,PT53M42S,3222,53:42,,,,,,,78,6,0,1850,509433.0,1188.0,,skip
2025-05-18,서든,Ks2IjUrYzLA,화이트스콜 X문 바이러스 [서든어택 랭크전],#서든어택 #서든 #랭크전,2024-01-20T17:38:56Z,UCMoDKJiJaiZiNsx7Nzmk0sQ,해시,"서든, 서든어택, 랭크전",20,https://i.ytimg.com/vi/Ks2IjUrYzLA/hqdefault.jpg,,PT4M13S,253,04:13,,,,,,,1398,5,1,317,411908.0,239.0,,skip
2025-05-18,FC온라인,7JSuCBqvbRg,피파온라인4,"#피파온라인4
디스코드 선민TV  https://discord.gg/zUMVZvgS
선민TV 디스코드 아이디            선민TV#9767",2024-01-20T23:20:48Z,UCBMbnTZLNwYS2gqHN2qBAuA,선민TV Sunmin TV,,20,https://i.ytimg.com/vi/7JSuCBqvbRg/hqdefault.jpg,,PT31M35S,1895,31:35,,,,,,,22,3,2,1480,314890.0,2350.0,,skip
2025-05-18,배틀그라운드,RWjaOrqm0_o,우리팀 왜 잘해? #배틀그라운드 #경쟁전 #3인큐,"🎵Music provided by 브금대통령
🎵Track : 무궁화 꽃이 피었습니다 - https://www.youtube.com/watch?v=Y8jh4gBETos&t=0s


🎵Music provided by 브금대통령 
🎵Track : 참나 어이가없어서 - https://www.youtube.com/watch?v=sjMoahChxZo&t=0s

영상 시청해 주셔서 감사합니다 :D
★좋. 댓. 구. 알★",2024-01-21T02:30:17Z,UCU-imOusNUEalBlUcAChQNA,며니 Myeoni,"로스트아크, 레이드",20,https://i.ytimg.com/vi/RWjaOrqm0_o/hqdefault.jpg,,PT4M18S,258,04:18,,,,,,,424,5,0,65,123248.0,102.0,,skip
2025-05-18,배틀그라운드,HHQxoWIKfFY,14600KF + RTX3080 배틀그라운드 프레임테스트,"#14600kf #rtx3080 # ddr4 #pubg #배그프레임  #배틀드라운드 #프레임 #CPU #그래픽카드

14600KF
Z790 D4 TUF
D4 4000  17-17-17-36? 1차램타만 
프레임테스트
눈버리는실력이니 프레임만 참고하세용
나중엔 에프터버너 깔아서 로우프레임이랑 올려보겠습니다.
대충 160~250 왔다갔다하는거 같음",2024-01-21T03:43:25Z,UCVobb4EsJd-Mlc6_hLSDyWA,TC22FFE,,20,https://i.ytimg.com/vi/HHQxoWIKfFY/hqdefault.jpg,,PT7M9S,429,07:09,,,,,,,334,2,0,8,22716.0,7.0,,skip
2025-05-18,FC온라인,hPV3f_MtvvY,24TY+5 호날두 살래? 말래? | #FC온라인,"구독과 좋아요 부탁드립니다.  큰 힘이 됩니다!

#피파4 #24TY #24토티 #호날두 #피파온라인4
---------------------------------
글꼴: 여기어때 잘난체 고딕
Track: Daniel Levi - Clown Around [NCS Release]
Music provided by NoCopyrightSounds.
Watch: http://ncs.lnk.to/clownaroundAT/youtube
Free Download / Stream: http://ncs.io/clownaround

Track: Anixto - Ride or Die [NCS Release]
Music provided by NoCopyrightSounds.
Watch:https://youtu.be/EpREvrcOKjQ?feature=shared
Free Download / Stream: http://ncs.io/RideOrDie

Track: OSKI - What's The Problem? [NCS Release]
Music provided by NoCopyrightSounds.
Watch: http://ncs.lnk.to/WTPAT/youtube
Free Download / Stream: http://ncs.io/WTP",2024-01-21T03:45:02Z,UCkg-p8nRSPFPPDjGPrbHsPA,혁나브리,"#게임, 피파, 피파4, 개인기, 피파온라인4, FIFAONLINE4, shorts, 드리블",20,https://i.ytimg.com/vi/hPV3f_MtvvY/hqdefault.jpg,,PT4M48S,288,04:48,,,,,,,11770,37,45,28400,33209582.0,3901.0,,skip
2025-05-18,FC온라인,kpcxU_P29nU,[FC온라인] 1조 6천억 독일 스쿼드로 골모음,"녹화 날짜 : 2024.01.20 ~ 2024.01.21

티어는.... 비밀",2024-01-21T07:37:31Z,UCvnXoviNlls6uA_yBWS5DeQ,이동이,,22,https://i.ytimg.com/vi/kpcxU_P29nU/hqdefault.jpg,,PT4M46S,286,04:46,,,,,,,152,1,1,25,26131.0,27.0,,skip
2025-05-18,FC온라인,dSfH8fr1Pb8,▪︎피파온라인 FC온라인 (24.1.21) ▪︎첫게임 피린이 새벽+아침 축구 ▪︎피파 실시간 방송,,2024-01-21T10:43:37Z,UCoGKDzy0i2pG4GQlfsGlrqg,주팸 JuFam,,20,https://i.ytimg.com/vi/dSfH8fr1Pb8/hqdefault.jpg,,PT1H21M44S,4904,1:21:44,,,,,,,36,0,0,3200,64935.0,323.0,,skip
2025-05-18,롤,fBHbD5fhYwg,#슬롯실시간 #가수#디아블로4 #디지니 #라이브 #리그오브레전드 #슬롯 #슬로우 #슬롯라이브 #아이돌 #아이브 #하이라이트 #히트 #가수 #하이클래스 #클래식 #하니#아이브,"🌈안 녕 하 세 요 사쿠라tv입니다🌈

💥시청해주셔서 감사합니다💥

🎉다양한 이벤트 🎉

 🎁구독 좋아요 👍 댓글 😃알람설정

⚾2 4 시 고 객 센 터 문 의 바 로 가 기  ⚽

🎯🎯댓 글 창 링 크 를   참 고 해 주 세 요 🎯🎯
 #카카오 #카카오프로젝트100 #프라그마틱 #프라그마틱슬롯 #프로토",2024-01-21T10:49:14Z,UC8OE0pWR_2lNWDS8SIoqywg,사쿠라슬롯tv,,22,https://i.ytimg.com/vi/fBHbD5fhYwg/hqdefault.jpg,,PT4M32S,272,04:32,,,,,,,1,0,7,3,72.0,4.0,,skip
2025-05-18,배틀그라운드,7gpCvthJ1D4,배틀그라운드 비행기 도대체 어떻게 타는거에요????,배그 !! 비행기타는법 도대체 뭐냐구 !! !,2024-01-21T11:53:45Z,UC1uQjS9iUgLTnOLgpn1G3Ag,만바리TV,"배틀그라운드, 아이온클래식, 스타크레프트, 소통, 먹방, 노래방, 수다, 노가리",20,https://i.ytimg.com/vi/7gpCvthJ1D4/hqdefault.jpg,,PT30M22S,1822,30:22,,,,,,,66,1,0,1470,159716.0,227.0,,skip
2025-05-18,FC온라인,tj0RigGyXMo,(FC온라인.피파온라인) [2024. 01. 20] ForestFC vs NORMAL 클럽전[TheBlueTorres vs NM벽],"￭ 참여 명단 및 순번:
✅ ForestFC
1. 빛현
2. ArsSoul
3. GREYMANE
4. TheBlueTorres

✅ NORMAL
1. NM킹죠
2. NM엄티
3. NM사시미
4. NM벽

부득이하게 이전 경기들은 녹화하지 못했습니다;;
클럽전 참가하신분들 수고 많으셨습니다!
#fc온라인 #피파온라인4",2024-01-21T12:10:48Z,UChrFg0rDxZs639LPceLXCLA,BlueTorres,,22,https://i.ytimg.com/vi/tj0RigGyXMo/hqdefault.jpg,,PT10M12S,612,10:12,,,,,,,38,2,0,57,52675.0,142.0,,skip
2025-05-18,롤,ZsZeGcQXFr4,리그오브레전드 와일드리프트  한판하기,,2024-01-21T13:59:33Z,UCASbN4cWgXvq_cHFzJN1GNw,캐트라의 일상,,22,https://i.ytimg.com/vi/ZsZeGcQXFr4/hqdefault.jpg,,PT17M3S,1023,17:03,,,,,,,0,0,0,62,40130.0,202.0,,skip
2025-05-18,배틀그라운드,Saf9hainflE,배틀그라운드 웨폰 데스매치 도서관ㄱㄱ!!(마지막 반전 주의),#배틀그라운드#배틀그라운드모바일#헤라코카,2024-01-21T14:22:31Z,UCtzqSKvP1okoRSd3c2XH5Hg,헤라코카,,22,https://i.ytimg.com/vi/Saf9hainflE/hqdefault.jpg,,PT10M8S,608,10:08,,,,,,,111,2,2,91,31036.0,117.0,,skip
2025-05-18,FC온라인,KOYeIHr6r00,(FC온라인.피파온라인) [2024.01.21] ForestFC vs 맨유FC 클럽전[ArsSoul vs Mu맨유올스타),"￭ 참여 명단 및 순번:
✅ ForestFC
1. 빛현
2. FOREST레반
3. GREYMANE
4. ArsSoul


✅ 맨유FC (순번 변동 가능)
1. MU조커
2. MU스윗
3. MU맨유올스타
4. MUx루니

부득이하게 이전 경기들은 녹화하지 못했습니다;;
클럽전 참가하신분들 수고 많으셨습니다!
#fc온라인 #피파온라인4",2024-01-21T14:30:21Z,UChrFg0rDxZs639LPceLXCLA,BlueTorres,,22,https://i.ytimg.com/vi/KOYeIHr6r00/hqdefault.jpg,,PT10M50S,650,10:50,,,,,,,18,1,0,57,52675.0,142.0,,skip
2025-05-18,롤,z3G1Enhp5N4,리그오브레전드 솔랭1-2,"#리그오브레전드 
리그오브레전드 솔랭",2024-01-21T15:43:28Z,UCdBgAfliO3fC2VJM7_9J2ag,이세계 까마귀,,22,https://i.ytimg.com/vi/z3G1Enhp5N4/hqdefault.jpg,,PT10M18S,618,10:18,,,,,,,4,0,0,1000,532.0,10.0,,skip
2025-05-18,FC온라인,7sq-KI2c-Jo,#fc온라인  (#피파온라인4 ) 주드 벨링엄 금카 도전외 몇몇 금카 강화도전들!!의 현실!!,,2024-01-21T18:19:40Z,UCjEG-VMXaxIxiTXMbu_kH7w,잠자는득구,"벨링엄, 주드, fc온라인, 피파, 금카, 강화",20,https://i.ytimg.com/vi/7sq-KI2c-Jo/hqdefault.jpg,,PT10M33S,633,10:33,,,,,,,1101,2,2,197,783433.0,1011.0,,skip
2025-05-18,서든,xKbCDtbylGQ,서든어택 [ID]초 멀티 무비 22탄,핵무새 = 컷,2024-01-22T04:24:52Z,UCc0XLPOO8M_ZtJ9trqLmadQ,[ID]초,"서든어택, 스나, 라플, [ID]초",20,https://i.ytimg.com/vi/xKbCDtbylGQ/hqdefault.jpg,,PT13M14S,794,13:14,,,,,,,38,0,0,8,5951.0,46.0,,skip
2025-05-18,서든,82otcwIszk8,"[서든어택] ""샷건 1위 영원"" 이라는 과분한 타이틀에 어울리는 캐리력 [영원][SuddenAttack]","영원의생방송: http://afreecatv.com/sungjun3958
문의사항:  jun3956@naver.com
생방송시간은 랜덤입니다.

#서든어택 #서든 #랭크전 #샷건 #영원",2024-01-22T09:00:04Z,UC4UTPKphi-wiRZP7Q8hZ_2g,영원,"서든어택, 서든, 랭크전, 샷건, 영원, 에보, 슉맨, 위티, 레일리, 매드무비, 샷건장인, 샷건클랜, 샷건강의",20,https://i.ytimg.com/vi/82otcwIszk8/hqdefault.jpg,,PT10M11S,611,10:11,,,,,,,3967,11,8,4520,12986458.0,1933.0,,skip
2025-05-18,서든,mD910r1-mu8,[서든어택] 갓주일..아니 짭주일님을 만났습니다 ㅋㅋㅋㅋ 개웃김,"영상 재밌게 보시고, 구독과 좋아요 부탁드려요~
#서든어택 #랭크전 #채널샷발",2024-01-22T10:00:36Z,UC8Olg0DcE1YchCdnKowIh5w,채널샷발,"#서든어택, #랭크전, #채널샷발",20,https://i.ytimg.com/vi/mD910r1-mu8/hqdefault.jpg,,PT11M2S,662,11:02,,,,,,,4780,29,13,8780,16376287.0,694.0,,skip
2025-05-18,서든,x3nCz1pZjiI,[서든어택 랭크전#45] 형이야,"재미있게보셨다면? 구독과 좋아요 부탁드립니다!
▼하단참조▼


병영수첩 : https://barracks.sa.nexon.com/302432367/match
페이스북 : https://www.facebook.com/tmdals6564
리코 팬그룹 : https://steamcommunity.com/groups/LeekoYoutubeFanClub",2024-01-22T16:15:22Z,UC0OtG2CLU4KD-mBV5jbuCrA,LK 리코,"서든어택, 서든어택 클랜전, 서든 클전, 서든어택 클전, 서든 클랜전, 리코 서든어택, 서든어택 리코, 서든어택 리코 클랜전, 서든 리코 클랜전, LK LeeKo, LK리코, 리코, 서든, 서든 이블, 서든어택 윈체, 서든 윈체이블, 서든 윈체마블, 서든 윈체스터 마블, 윈체스터 마블, 윈체마블, 서든 마블윈체, 서든 마블 윈체, 서든마블 윈체, 서든 마블 9세트, 서든 마블기칼, 마블 기칼, 마블기칼, 서든마블기칼, 서든 마블 기본칼, 서든어택 더블 윈체, 서든어택 윈체 더블, 서든 윈체 더블, 서든 더블 윈체, 더블 윈체스터, 윈체스터 더블, 더블 9세트, 더블 9셋, 서든어택 MSR, 서든어택 MSR 더블, MSR 더블, 서든 MSR 더블, 더블 MSR, 서든 더블 MSR, 서든 방패스나 더블, 서든 관통스나 더블, 관통스나 더블, 더블 12세트, 더블 12셋, 서든 더블 12셋, 서든 더블 12세트, 방패스나더블",20,https://i.ytimg.com/vi/x3nCz1pZjiI/hqdefault.jpg,,PT4M3S,243,04:03,,,,,,,237,1,2,2090,1705824.0,492.0,,skip
2025-05-18,서든,MjLhgm66kfI,죽지 않으면 못나가는 방♥ feat 사다리 - 서든어택,"#런어웨이 #술래잡기

둘이 들어갔다 혼자 나옴 ㄷㄷ",2024-01-22T21:58:50Z,UCk-1KfPqEiu5w5D82W_z2uw,살려져여,,22,https://i.ytimg.com/vi/MjLhgm66kfI/hqdefault.jpg,,PT19M36S,1176,19:36,,,,,,,37,0,0,4,3810.0,32.0,,skip
2025-05-18,배틀그라운드,rnqLhhjpReQ,토미건 왜안씀? (배틀그라운드),"토미건 왜안씀? (배틀그라운드)
배그 솔로 사녹에서 토미건 운영법으로 장갑차(BRDM) 뺏어타고 치킨 먹기",2024-01-23T01:00:32Z,UC-aXNBQ6nwMNeW2V8XB7sBg,메리엄,"pubg, 배그, 배틀그라운드, 메리엄",20,https://i.ytimg.com/vi/rnqLhhjpReQ/hqdefault.jpg,,PT5M38S,338,05:38,,,,,,,54282,421,60,81900,246230848.0,2097.0,,skip
2025-05-18,서든,JKq5rjJWG4Q,핵인데 어쩔껀데 원격하덩가ㅋ [서든어택 에보],"#갓마루 #서든어택 #에보 
아프리카tv : http://bj.afreecatv.com/dlrldmd3436
             
사양 : 라이젠7 3700X
그래픽카드 : RTX 2060 SUPER 16G
모니터 : 벤큐2411p 144헤르츠 24인치
키보드 : 덱 CBL-87XN 프랑슘 거북선 블랙에디션(청축)
마우스 : 로지텍 G pro 감도0 dpi 400
패드 : 밥패드 브레이킹 [자이언트 사이즈]
이어폰: 밥쇽이어폰 8p
윈도우7 800 600 16비트 종횡비!

엔비디아설정법

수직동기 끄기
이방성필터링 16
최대사전렌더링 1
품질 : 고성능

디지털바이브런스 : 63
벤큐모드 : FPS1 , MOVIE",2024-01-23T05:00:09Z,UCnn_4EJi5ZC4bcRXZI4eFAg,갓마루TV,"서든, 서든어택, 에보, 넘버원, 갓마루, 마루갓, 유튜브, 유하, 탕카페, 빽샷, 샹털, 에이보급창고, 에이보급, suddenattack, sudden, サドンアタック, 울산, 랜딩, 태양권, 원포인트, 에버, 리썬즈, 손대한, 이성민, 머더, 로리, 이하연, 매드무비, 월핵, 루나틱, 서든어택버그, 서든어택오토, 서든어택2, 서든2, 서든어택2 19, 서든스나, 서든매드무비, 서든핵, 서든어택핵, 서든듀오, 서든어택듀오, 서든랜딩, 서든어택랜딩, 임준영, 울산임준영, 서든 임준영, 서든어택 임준영, 킬러, 우달치, 듀오, 삼보, 대룰, 빡사, 개빡사, 핵스나, 얼음스나, 랭크전, 랭크, 페북, a보급, 서든어택 랭크전",20,https://i.ytimg.com/vi/JKq5rjJWG4Q/hqdefault.jpg,,PT9M58S,598,09:58,,,,,,,22345,82,74,29700,34290710.0,1274.0,,skip
