수집일자,게임명,영상ID,영상제목,영상설명,게시일,채널ID,채널명,태그,카테고리ID,썸네일URL,defaultLanguage,duration,영상길이(초),영상길이(표시),dimension,definition,caption,licensedContent,privacyStatus,madeForKids,viewCount,likeCount,commentCount,구독자수,채널총조회수,채널업로드영상수,채널개설일,자막유형
2025-06-02,롤,OH7pb9xlH-0,고교멤 VS 유치원 롤 내전,"*우왁굳 공식 클립퍼 채널입니다.

클립퍼 - 킬제이
썸네일 - 이로점
[250101 고교멤VS유치원롤내전 - 헥스볼 합방 후열]

반찬으로도 부족해? : https://cafe.naver.com/steamindiegame

우왁굳의 게임방송     : https://bit.ly/3UJk0GT
우왁굳의 풀업로두      : https://bit.ly/3A30Ow6
이세계아이돌과 고멤 : https://bit.ly/3Urz5wW",2025-01-04T17:50:41Z,UCZOcwheypMvYN_J2oRBgt2A,왁타버스 ZERO,"우왁굳, 왁굳, 왁두, 왁물원, 팬치, 침팬치, 돚거, 계륵, 왁타버스, 이세돌, 이세계아이돌, 고멤, 고정멤버, WAKTAVERSE",20,https://i.ytimg.com/vi/OH7pb9xlH-0/hqdefault.jpg,ko,PT1H59M13S,7153,01:59:13,2d,hd,false,True,public,False,63324,868,146,260000,269055780,2435,2022-11-10T10:27:56.509459Z,ko
2025-06-02,롤,AQBe0jkC8s8,[LOL] 프레이 케이틀린 : 너 뭐 안 해도 돼,"* 리그오브레전드 프로게이머 프레이의 공식채널입니다. 
* 유튜브 영상은 공유하기로 퍼가셔도 됩니다.
* 재밌게 보고 많이 퍼 가주세요!  좋아요도 부탁드립니다. !

[ 방송 스트리밍 주소 Stream Link ]
• SOOP ◆ https://ch.sooplive.co.kr/pig2704 [생방송 : 20250102]
• Youtube Channel ◆ https://www.youtube.com/@UCSzHok6X5qXEO7cjvVnE62g 

[프로게이머 닉네임]
우리팀 : 차가운코끼리(DK Jaehyuk), Hegzzz(OMG Heng)
상대팀 : dydwns7667(Sang Su), 겨 울(Jett), vital(NS vital), YONG2(LNG Weiwei)",2025-01-05T09:00:08Z,UCSzHok6X5qXEO7cjvVnE62g,프레이 TV,"LOL, 리그오브레전드, 프레이, 프쨩, 프짱, Pray, pray, Longzhu, Kz PraY, King Zone Dragon X, 프레이 케이틀린, 케이틀린 프레이, 케틀 프레이, 프레이 뭐하려고 하지마, 프레이 케틀, 프레이 점수, 프레이 챌린저, lck, 프레이 폼, 프레이 은퇴, 프레이 실력, 롤드컵 애쉬, 프레이 군대, 프레이 전역, 프레이 마스터, 프레이 그마, 프레이 1000점, 프레이 솔랭, korea challenger, korea challenger ad, korea PraY, korea lol PraY",20,https://i.ytimg.com/vi/AQBe0jkC8s8/hqdefault.jpg,,PT25M29S,1529,25:29,2d,hd,false,True,public,False,116344,504,67,657000,616191324,2328,2017-05-25T07:02:43Z,ko
2025-06-02,롤,pljKgimw6ls,롤을 하면서 ASMR을 하면서 오로라를 합니다.,#asmr,2025-01-05T13:01:04Z,UCvTs913Qq0FwCqaozFr5CCA,효자씨,"게임 asmr, 롤",20,https://i.ytimg.com/vi/pljKgimw6ls/hqdefault.jpg,,PT29M16S,1756,29:16,2d,hd,false,True,public,False,4525,73,30,4750,1835156,192,2018-04-21T04:23:47Z,none
2025-06-02,롤,rD7gnhTAXm8,"""너희들은 나에게 감동이었어"" 저티어 감독 마지막 이야기 【MKSI 결승】","[24.12.30] 방송 영상 입니다.

#클리드 #프레이 #MKSI

클리드 생방송 : https://ch.sooplive.co.kr/xoals137
클리드 공식 팬카페 : https://cafe.naver.com/clidfan
플레이리스트 : https://www.youtube.com/playlist?list=PLqBzbvTw1GI6WnKPUR-tY3ptet0unYs-T

📢BGM
✔️Track - The Road to Your Inspiration - Inspiring Cinematic Music
✔️Soundcloud -   / keysofmoon  
✔️나눔뮤직 - https://tv.naver.com/v/12021211",2025-01-06T19:48:07Z,UCyoSQyaCrZHro6F_nBiXIYg,클리드,"클리드, 프레이, 롤, MKSI",20,https://i.ytimg.com/vi/rD7gnhTAXm8/hqdefault.jpg,,PT1H37M48S,5868,01:37:48,2d,hd,false,True,public,False,502187,4346,609,271000,107939258,341,2024-02-29T04:19:41.185973Z,none
2025-06-02,롤,i1K9qydVO3E,2025 시즌 1 [녹서스로의 초대] 시즌 오프닝 드래프트 | 2025 LCK,"리그 오브 레전드의 2025 시즌 1이 1월 9일 시작됩니다.
1월 10일 녹서스 협곡에서 LCK 선수들의 플레이를 미리 경험해 보세요!

✅타임라인
00:00 오프닝
01:11 포지션별 주장 소개
04:12 드래프트 진행 방식
04:40 순서 정하기 게임
11:00 드래프트
18:52 주장단 각오

#LCK #HouseofLegends #녹서스로의초대

✅ LIVE & LIVE VOD
- LoL e스포츠 홈페이지:  https://lolesports.com/
- 네이버: https://sports.news.naver.com/esports/index.nhn
- SOOP: https://ch.sooplive.co.kr/aflol

✅ LCK 채널 구독 및 좋아요!
- LCK 공식 페이스북:  https://www.facebook.com/officiallck
- LCK 공식 인스타그램:  https://www.instagram.com/lckofficial/
- LCK 공식 틱톡 : https://tiktok.com/@lck_official
- LCK 공식 트위터 (영문):  https://twitter.com/LCK

* LCK 채널의 모든 영상은 라이엇 게임즈 코리아의 자산으로, 본 콘텐츠를 무단 복제, 도용하거나 상업적으로 이용하는 행위는 금지되며 이를 위반할 경우 관련법에 의거 법적 처벌을 받을 수 있음을 알려드립니다.",2025-01-05T09:17:10Z,UCw1DsweY9b2AKGjV4kGJP1A,LCK,"LCK, LCK Korea, 롤챔스, 티원, 에욱, SNL, LCK썸네일, 편집자, 스크, T1, SKT, skt, t1, 썸네일, DK, GEN, DRX, KT, HLE, POG, MVP, WORLDS, 롤드컵, MSI, ALLSTAR, lck 서머, lck 썸머, lck 써머, lck 스프링, lck summer, lck spring, LSB, NS, 한화생명, 농심, 케이티, 젠지, 광동, 담원, 브리온, Brion, BRO, 므시, 올스타, 매드무비, 위클리 코맨터리, MIC Check, MIC 첵, 롤분토론, 동준좌, 클템, 성캐, 오프더레코드, 월드챔피언십, 단톡, 롤더넥, 마이크체크, 광동프릭스, KDF, Kwangdong Freecs, 베스트모먼트, 롤리나잇, 성캐쇼, LCK10주년, 혓바닥터스, 헬리오스, 캡틴잭, 리브샌박, 디플러스 기아, 디플, 플레임, 시크릿보드룸, 단군, 리뷰데스크, 포니, 꼬꼬갓, 고수진, 배혜지, 함예진, 윤수빈, 2024LCK, 2024롤챔스, 노페, 후니, 이은빈, 단합대회, 페이커, 쵸비, 2024월즈, 롤드컵2024",20,https://i.ytimg.com/vi/i1K9qydVO3E/hqdefault.jpg,ko,PT21M13S,1273,21:13,2d,hd,false,True,public,False,596712,0,1098,1530000,2127593946,11318,2019-01-14T08:42:08Z,ko
2025-06-02,롤,lgYoaF7VvmE,버튜버가 롤체로 리벤지 신청을 했습니다,"#롤체 #롤토체스  #버튜버 #  @MumyongA  

타방송에서 저를 보더라도 언급은 자제 부탁드립니다!
(다른 스트리머에게 민폐라서 부끄러워요)

무묭A님의 유튜브
https://www.youtube.com/@UCzfJSVjLLuA7oLGZrFwFR6A 
무묭A님의 치지직 채널
https://chzzk.naver.com/ae601a5619064bbe35bca3fadae9863a

벤쭈 디스코드에서 노가리 깔사람! 
https://discord.com/invite/J8BZys3ejd
벤쭈 치지직에서 뱅송볼사람! https://chzzk.naver.com/2030a669dc8a34691c24d3b9bddbf0c0

00:00 롤체합방을 하게 된 이유
02:30 첫판 시작
11:07 두번째판 시작
17:10 세번쨰판 시작",2025-01-04T03:00:36Z,UCoKY6eO9W9XNVVKcJdJ4hYQ,벤쭈,,20,https://i.ytimg.com/vi/lgYoaF7VvmE/hqdefault.jpg,,PT25M12S,1512,25:12,2d,hd,false,True,public,False,7692,83,11,5660,1777586,148,2022-01-24T15:45:40.535684Z,none
2025-06-02,롤,msIwbtcLZGg,뽀삐 정글 템트리 룬 칠흑 난입 -  Poppy Jungle - 롤 KR 챌린저 패치 14.24,"뽀삐 vs 렝가
뽀삐 템트리, 룬
칠흑의 양날 도끼 뽀삐 정글
난입 뽀삐 정글

- Summary -
Summoner Name : 長幼有序 #進退兩難
Tier : Challenger 1044 LP
Primary Rune : 난입
First Core Item : 칠흑의 양날 도끼
Date : 2025-01-03
Server : kr

- Timeline -
00:05 픽 및 밴
00:10 룬
00:15 능력치
00:26 스킬 빌드 순서
00:32 아이템 빌드 순서
01:02 Assist
03:32 Kill & Assist
08:11 Assist
10:00 Assist
11:17 Kill & Assist
14:00 Assist
14:49 Assist
15:44 Assist
18:38 Kill & Assist
20:07 Assist
21:52 Assist
22:28 Assist
23:42 Assist
28:01 Assist
28:33 결과, 총 데미지,총 골드

#뽀삐",2025-01-04T11:01:14Z,UCtLV_xA5vD7ep-hL2MkKDag,TOP Player Replay KR,"Poppy, Poppy 14.24, Poppy 2025, Poppy Black Cleaver, Poppy Jungle, Poppy Jungle 14.24, Poppy Phase Rush, Poppy build, Poppy gameplay, Poppy guide, Poppy lol, Poppy rune, Poppy vs Rengar, challenger replay, top player replay, Поппи, ポッピー, 圣锤之毅, 波比, 뽀삐, 뽀삐 vs 렝가, 뽀삐 관전, 뽀삐 난입, 뽀삐 라인전, 뽀삐 룬, 뽀삐 정글, 뽀삐 칠흑의 양날 도끼, 뽀삐 템트리, 탑 플레이어 리플레이",20,https://i.ytimg.com/vi/msIwbtcLZGg/hqdefault.jpg,ko,PT28M43S,1723,28:43,2d,hd,false,True,public,False,790,1,1,32900,10307548,28222,2019-02-15T12:30:30Z,none
2025-06-02,롤,669evmg2ovE,"【14.24버전】롤 솔랭 서폿 타릭(대 케이틀린, 쓰레쉬) 승리","[마이크]20250104 플래티넘 4
핵심 룬 마법: (콩콩이 소환 -마나순환 팔찌 - 깨달음 - 주문 작열)
보조 룬 정밀: (침착 - 전설: 가속)
룬 슬롯: 공격 속도x1, 적응형 능력치x1, 체력x1
사용한 스킨: 에메랄드 타릭

치지직 채널: https://chzzk.naver.com/6706b782ced5f0787f75d96d73059ab7",2025-01-05T02:15:00Z,UCf8P-jp6SJ4yMoMNcr6xOrQ,다짱어호,,20,https://i.ytimg.com/vi/669evmg2ovE/hqdefault.jpg,,PT22M53S,1373,22:53,2d,hd,false,False,public,False,44,0,0,406,438629,3444,2012-06-27T23:27:41Z,none
2025-06-02,롤,UpN1wRK-HX0,바이 정글 템트리 룬 갈라진 하늘 정복자 -  Vi Jungle - 롤 KR 챌린저 패치 14.24,"바이 vs 킨드레드
바이 템트리, 룬
갈라진 하늘 바이 정글
정복자 바이 정글

- Summary -
Summoner Name : Juhana #KRR1
Tier : Challenger 1181 LP
Primary Rune : 정복자
First Core Item : 갈라진 하늘
Date : 2025-01-05
Server : kr

- Timeline -
00:05 픽 및 밴
00:10 룬
00:15 능력치
00:26 스킬 빌드 순서
00:32 아이템 빌드 순서
03:16 Kill
04:59 Kill
09:20 Assist
10:07 Kill
12:11 Assist
12:37 Solo Kill
14:42 Kill
17:58 Kill
19:00 Assist
20:56 Assist
21:50 Assist
22:12 Kill
23:59 Kill
24:35 Kill & Assist
26:18 Kill & Assist
26:37 결과, 총 데미지,총 골드

#바이",2025-01-06T09:01:00Z,UCtLV_xA5vD7ep-hL2MkKDag,TOP Player Replay KR,"Vi, Vi 14.24, Vi 2025, Vi Conqueror, Vi Jungle, Vi Jungle 14.24, Vi Sundered Sky, Vi build, Vi gameplay, Vi guide, Vi lol, Vi rune, Vi vs Kindred, challenger replay, top player replay, Вай, ヴァイ, 皮城执法官, 菲艾, 바이, 바이 vs 킨드레드, 바이 갈라진 하늘, 바이 관전, 바이 라인전, 바이 룬, 바이 정글, 바이 정복자, 바이 템트리, 탑 플레이어 리플레이",20,https://i.ytimg.com/vi/UpN1wRK-HX0/hqdefault.jpg,ko,PT26M47S,1607,26:47,2d,hd,false,True,public,False,648,2,0,32900,10307548,28222,2019-02-15T12:30:30Z,none
2025-06-02,롤,bfwJw0emT1g,인챈트 vs 카론 롤 내전 제드사타구니 출격,"♥----------------------♥----------------------♥----------------------♥
✦에스더 - 엘리 Ellie✦
✦Live : https://chzzk.naver.com/475313e6c26639d5763628313b4c130e
✦Fan cafe : https://cafe.naver.com/vkpopstar
✦Twitter : https://x.com/Bestwizardellie
♥----------------------♥----------------------♥----------------------♥
#버튜버 #에스더 #카론 #vtuber #인챈트",2025-01-06T09:00:42Z,UCZCQ89t8HyeLkv4nGVtPwqQ,엘리 Ellie 【에스더】,,20,https://i.ytimg.com/vi/bfwJw0emT1g/hqdefault.jpg,,PT20M12S,1212,20:12,2d,hd,false,True,public,False,10660,172,22,20900,5727488,399,2023-06-20T08:09:56.197372Z,none
2025-06-02,롤,hzLY2PPLSK0,【14.24버전】롤 솔랭 탑 뽀삐(대 22번째 오른) 승리,"[마이크]20250105 플래티넘 4
핵심 룬 결의: (착취의 손아귀 - 보호막 강타 - 뼈 방패 - 소생)
보조 룬 마법: (마나순환 팔찌 - 깨달음)
룬 슬롯: 적응형 능력치x2, 강인함 및 둔화 저항x1
사용한 스킨: 녹서스 뽀삐

치지직 채널: https://chzzk.naver.com/6706b782ced5f0787f75d96d73059ab7",2025-01-05T02:45:03Z,UCf8P-jp6SJ4yMoMNcr6xOrQ,다짱어호,,20,https://i.ytimg.com/vi/hzLY2PPLSK0/hqdefault.jpg,,PT27M39S,1659,27:39,2d,hd,false,False,public,False,101,0,0,406,438629,3444,2012-06-27T23:27:41Z,ko
2025-06-02,롤,4tJqsjvUXEk,[리그오브레전드] 새해 복 많이 받으시고 롤 방송 새해첫방송갑니당.  #빅보스  #아스달연대기 #리니지m #로드나인 #롬,"이회장 Youtube 구독&좋아요 부탁드려요!
↓↓↓↓↓ 이회장 투네이션 후원 아래 주소 ↓↓↓↓↓
https://toon.at/donate/637128879768089199
↓↓↓↓↓ 이회장 멤버십  주소 ↓↓↓↓↓
https://www.youtube.com/channel/UCAJMWFKr-IZD-p4KBXBg5ng/join
 ※ 게임 내 확률형 아이템 포함",2025-01-04T05:59:02Z,UCAJMWFKr-IZD-p4KBXBg5ng,이회장,"레이븐2, 로드나인, 롤, 롬, 리니지m, 빅보스, 수삼티비, 아스달연대기",20,https://i.ytimg.com/vi/4tJqsjvUXEk/hqdefault.jpg,,PT1H53M16S,6796,01:53:16,2d,hd,false,True,public,False,857,21,1,51800,8571320,1245,2019-12-17T18:40:17.101826Z,none
2025-06-02,롤,iWj7OpagmRk,럼블 정글 템트리 룬 리안드리 수확 -  Rumble Jungle - 롤 KR 천상계 패치 14.24,"럼블 vs 비에고
럼블 템트리, 룬
리안드리의 고통 럼블 정글
어둠의 수확 럼블 정글

- Summary -
Summoner Name : 기대치 감소 #기대하다
Tier : GrandMaster 674 LP
Primary Rune : 어둠의 수확
First Core Item : 리안드리의 고통
Date : 2025-01-05
Server : kr

- Timeline -
00:05 픽 및 밴
00:10 룬
00:15 능력치
00:26 스킬 빌드 순서
00:32 아이템 빌드 순서
03:43 Assist
06:57 Assist
07:44 Assist
09:42 Kill
10:27 Kill
12:10 Double Kill
13:49 Assist
15:49 Assist
16:34 Kill
17:18 Solo Kill
18:31 Kill
19:12 Solo Kill
19:35 Kill
22:00 Kill & Assist
25:15 Kill & Assist
25:34 결과, 총 데미지,총 골드

#럼블",2025-01-05T21:00:40Z,UCtLV_xA5vD7ep-hL2MkKDag,TOP Player Replay KR,"Rumble, Rumble 14.24, Rumble 2025, Rumble Dark Harvest, Rumble Jungle, Rumble Jungle 14.24, Rumble Liandry's Torment, Rumble build, Rumble gameplay, Rumble guide, Rumble lol, Rumble rune, Rumble vs Viego, challenger replay, top player replay, Рамбл, ランブル, 机械公敌, 藍寶, 럼블, 럼블 vs 비에고, 럼블 관전, 럼블 라인전, 럼블 룬, 럼블 리안드리의 고통, 럼블 어둠의 수확, 럼블 정글, 럼블 템트리, 탑 플레이어 리플레이",20,https://i.ytimg.com/vi/iWj7OpagmRk/hqdefault.jpg,ko,PT25M44S,1544,25:44,2d,hd,false,True,public,False,1194,6,0,32900,10307548,28222,2019-02-15T12:30:30Z,none
2025-06-02,롤,uZWCYwU5--s,뽀삐 탑 템트리 룬 갈라진 하늘 착취 -  Poppy Top - 롤 KR 천상계 패치 14.24,"뽀삐 vs 판테온
뽀삐 템트리, 룬
갈라진 하늘 뽀삐 탑
착취의 손아귀 뽀삐 탑

- Summary -
Summoner Name : xu xu bao bao #天灰灰
Tier : GrandMaster 803 LP
Primary Rune : 착취의 손아귀
First Core Item : 갈라진 하늘
Date : 2025-01-05
Server : kr

- Timeline -
00:05 픽 및 밴
00:10 룬
00:15 능력치
00:26 스킬 빌드 순서
00:32 아이템 빌드 순서
06:12 Kill
16:17 Assist
16:47 Assist
17:57 Kill & Assist
19:52 Assist
20:01 결과, 총 데미지,총 골드

#뽀삐",2025-01-05T23:00:45Z,UCtLV_xA5vD7ep-hL2MkKDag,TOP Player Replay KR,"Poppy, Poppy 14.24, Poppy 2025, Poppy Grasp of the Undying, Poppy Sundered Sky, Poppy Top, Poppy Top 14.24, Poppy build, Poppy gameplay, Poppy guide, Poppy lol, Poppy rune, Poppy vs Pantheon, challenger replay, top player replay, Поппи, ポッピー, 圣锤之毅, 波比, 뽀삐, 뽀삐 vs 판테온, 뽀삐 갈라진 하늘, 뽀삐 관전, 뽀삐 라인전, 뽀삐 룬, 뽀삐 착취의 손아귀, 뽀삐 탑, 뽀삐 템트리, 탑 플레이어 리플레이",20,https://i.ytimg.com/vi/uZWCYwU5--s/hqdefault.jpg,ko,PT20M11S,1211,20:11,2d,hd,false,True,public,False,111,0,0,32900,10307548,28222,2019-02-15T12:30:30Z,none
2025-06-02,롤,g4QnBOgorK0,【14.24버전】롤 솔랭 탑 뽀삐(대 2번째 바루스) 패배,"[마이크]20250105 플래티넘 4
핵심 룬 결의: (착취의 손아귀 - 보호막 강타 - 재생의 바람 - 소생)
보조 룬 마법: (마나순환 팔찌 - 깨달음)
룬 슬롯: 적응형 능력치x2, 강인함 및 둔화 저항x1
사용한 스킨: 기본 뽀삐

치지직 채널: https://chzzk.naver.com/6706b782ced5f0787f75d96d73059ab7",2025-01-05T02:30:29Z,UCf8P-jp6SJ4yMoMNcr6xOrQ,다짱어호,,20,https://i.ytimg.com/vi/g4QnBOgorK0/hqdefault.jpg,,PT35M46S,2146,35:46,2d,hd,false,False,public,False,82,1,0,406,438629,3444,2012-06-27T23:27:41Z,ko
2025-06-02,롤,CIQsYO9SD3k,"귀에 면봉 500개 (핫크리스피 버거 먹방,눅눅한 졈니,롤아니 본 오아,센스와 한끝차이,무창오더에 터진 토마토,봉준타로 보는 오리) (25.01.04) #1 👒","💖 아프리카TV 생방송 : http://bj.afreecatv.com/dudadi770
💖 듀단[듀튜브] : https://www.youtube.com/channel/UCPd2VrGLDguFs9AckozHtrA
좋아요, 구독 눌러달라굴! 🐸

0:00 다들 듀일우~ (문제점 찾기,소소 소통)
31:20 핫크리스피 버거 먹방 (소소 소통)
1:03:55 듀고보자 (공포게임 추천,눅눅한 졈니,존잘보는 시민들 반응,키 작은 친구랑 여행갈때 필수템)
1:08:58 듀고보자 (공포게임 즐기는 자,짚라인 돌발상황,비틀즈 생산중단,롤아니 본 오아)
1:12:29 듀고보자 (파이어에그 언제 뜨나요,마토 미친 무빙,토마토 스타야설,센스와 한끝차이)
1:17:42 듀고보자 (저 디임이랑 친해요,김민교 고급진 멘트,CK 전적 사이트,뱀이 쫄았을때 하는 행동)
1:22:57 듀고보자 (개구리고기 먹은 여자들 반응,가슴 부여잡는 다람쥐,임아니랑 싸웠어?,넌 제대로해)
1:26:34 듀고보자 (마오 잘하는 사람 섹시하더라,무창오더에 터진 토마토,펜타킬 하는 학살)
1:31:15 듀고보자 (준수 X년,사칭 김봉준,팩트에 터진 김봉준,타로 속궁합,귀에 면봉 500개)
1:35:06 듀고보자 (봉준타로 보는 오리,새해 감스트가 하는 말)",2025-01-06T08:32:00Z,UCzGj_ulXlCDUfCaIr1JzR3A,긴듀단,"듀단, 아프리카, 아프리카TV, 게임, 종합게임, 다시보기, 풀영상",20,https://i.ytimg.com/vi/CIQsYO9SD3k/hqdefault.jpg,,PT1H37M54S,5874,01:37:54,2d,hd,false,False,public,False,658,10,0,10900,3594325,3024,2017-09-18T15:17:12Z,ko
2025-06-02,서든,S_nyAkVygg8,랭크전에서 분조장 있는 유저를 만났습니다…너 마음에든다 【서든어택 랭크전】,"인스타: godjuil
치지직: https://chzzk.naver.com/ac2d57332fee3b329443aba0bfb1942b

🎵Music provided by 브금대통령 BGM President'
🎵Track : 웃자/Let's Laugh https://www.youtube.com/watch?v=L13KaMnQt0c

🎵Music provided by 브금대통령 BGM President'
🎵Track : 내가낸데/I'm so lit https://www.youtube.com/watch?v=x3R6VULj0jY

🎵Music provided by 브금대통령 BGM President'
🎵Track : 뚱이는 못말려 - https://youtu.be/650XS7TLVvY",2025-01-02T11:31:06Z,UCwo8NutZxB3swWIpUVedJWw,갓주일,"서든어택, 슉맨, 레일리, 경찬이, 더블, 로얄, 마블, 킥스나, 서든, 외쳐, 갓주일, 주일, xm68, 마크, 노바, mp-x3, 제노",20,https://i.ytimg.com/vi/S_nyAkVygg8/hqdefault.jpg,,PT24M15S,1455,24:15,2d,hd,false,True,public,False,119095,491,103,153000,67031046,456,2021-06-22T08:22:52.118406Z,ko
2025-06-02,서든,17FbhV4H8cs,저기요..30만원 입금 했는데 어디가세요 ?? 【킥반장 핵수사】,"시청해주셔서 감사합니다!!
구독 좋아요 댓글 부탁드려요😘
광고 및 모든 문의 : starfish@starfishentertainment.co.kr
------------------------------------------------------------
Editing : 황PD",2025-01-02T14:45:20Z,UCMYu489PAK30L1eYR4eQJmA,킥튜브,"킥스나, 빡사, 보빡, 서든, 서든어택, 미키, 미키스나, 갓주일, 슉맨, 맹밍, 스나, 스나이퍼, 승급전, 서든핵, 강승산, 승산, 랭크전, 레전드, 불전드, 불레, 키티",20,https://i.ytimg.com/vi/17FbhV4H8cs/hqdefault.jpg,,PT22M9S,1329,22:09,2d,hd,false,True,public,False,154187,538,157,162000,349388071,1645,2011-06-23T14:38:26Z,none
2025-06-02,서든,I-S0IQxur3I,악마가 된 빠무띠,"서든어택 바닥 남바완 빠무띠

------------------------------------------------------------------------------------------

아프리카tv ☞ 서든빠무띠 (매일 낮~새벽 생방송! 해요💛)
인스타 ☞ nowevol

🏆🎮무띠의 장비🎮🏆
마우스:지프로 감도 0 dpi:300 폴링:1000
키보드:엠스톤 갈축
모니터:벤큐2411p
해상도:800x600 전체화면
패드:퀵매스
의자:시디즈t80
마이크:앱코 스탠드
이어폰:아즈라 아젤

🎲무띠의 성능옵션🎲
그림자 : 켜기
날씨 효과 : 끄기
총알 궤적 : 켜기
탄피 : 끄기
다이나믹라이트 : 켜기
특수효과 : 구버전 (중)
캐릭터 : 신버전 (하)
무기 구버전
혈흔 구버전

------------------------------------------------------------------------------------------",2025-01-01T13:00:02Z,UCzUl4N1ZYgaKHC0v-cb9k5g,빠무띠비,"서든, 에버, 슈프리, wc, 라플, 스나, 키티, 빠무띠, 서든신, 바닥, 리베, 손대한, 울산, 서플라이, 자두, 아담스, Hack.wc, 바닥신, 고발, 미키스나, 미키, 빡사, 1부, 2부, 서플, 성민러스, 슉맨, 임준영, 준영, 김동민, 권찬, 네이비, 멩밍이, 바니, 리프, 리프스나, 제닉스, 나실인, 투엘리, 랭크전, 레일리, 제리, 해적, 보급, 3보급, 3보, 호펭, 로핑, 폭타니, 갈락, 갈락티코, 3rd, 오프인증, 랜딩, 이상호, 괴물쥐, 뜨뜨, 성민쿵, 서든강좌, 에보, 빽샷, 착검, 서든폭, 위폭, 대룰, 김지훈, 머더, 위티, 방플, 서든핵, 서든방플, 혜성, 혜안, 용락, 초대석, 서등, 서드, 서드ㄴ, A보, 서든멸망전, 서든대회, 챔스, 젠지, 배그, 월핵, 쁘띠무띠, 선고링, 갓주일, 주일, 앵늘, 하뚜윤, 팬클, 키티오프인증, 먹방, 오버워치, 옵치, 킴성태, 강윤성, kitty, 킥스나, 킥주일, 김주일, 강건, 방플논란, 마블, 냥티모, 서든원격, 서든부캐, 부캐로, 핵의심, 중세철창, 엔비디아, 파존, 피오, 라라, 친절한라라, 철구, 차승아, 네이삐, 라포, 자두오프, 컨뒤폭, 정현석, 슉맨갓, 정한울, 폴리, 폴리님, 대룰내전, 대룰리그, 긱스",20,https://i.ytimg.com/vi/I-S0IQxur3I/hqdefault.jpg,,PT21M57S,1317,21:57,2d,hd,false,True,public,False,14490,43,24,9460,14013743,426,2021-09-02T07:42:25.682827Z,ko
2025-06-02,서든,t8CK9rb_9lI,서든어택 탈출구역 플레이 영상 20Wave 클리어 시간 32분56초 (팀랭킹 2위),,2025-01-02T13:34:13Z,UCH2Q5mswpVoqygpqtHSfc4A,다크소울엣지3,,20,https://i.ytimg.com/vi/t8CK9rb_9lI/hqdefault.jpg,,PT35M8S,2108,35:08,2d,hd,false,False,public,False,17,0,0,376,748921,8090,2022-04-29T09:50:19.528461Z,ko
2025-06-02,서든,sZe2FOpGFxs,발X찬 하루 (+디스코드 피드백),"아프리카 주소 : https://bj.afreecatv.com/sk7442
인스타 : hgzzang123
메일 : sk74425@naver.com

＃서든랭크전 #서든어택

------------저작권 출처표기--------------
🎵 Track Info:
Title: (Look Out) She's America by Otis McDonald
Genre and Mood: Dark  + Hip Hop & Rap
License: You're free to use this song and monetize your videos.

Song: Ship Wrek, Zookeepers & Trauzers - Vessel [NCS Release] 
Music provided by NoCopyrightSounds.
Watch: https://youtu.be/PXf4rkguwDI
Download/Stream: http://ncs.io/VesselCr

🎵Music provided by 브금대통령
🎵Track : Black Comedy - (https://youtu.be/gHlSF3VpB9U)
🎵Track : 참나 어이가 없어서 - (https://youtu.be/sjMoahChxZo)
🎵Track : 눈치게임- (https://youtu.be/zq8p0Rk6lRM)
🎵Track : 그 빵은 내꺼야 - (https://youtu.be/Jyh4ETOLIhQ)",2025-01-01T09:25:00Z,UC0i51dSc94ocrcl_ycOOaxQ,서한결,#서든어택 #서든 랭크전,20,https://i.ytimg.com/vi/sZe2FOpGFxs/hqdefault.jpg,,PT23M20S,1400,23:20,2d,hd,false,True,public,False,10639,59,14,18700,4890332,260,2017-03-28T10:05:47Z,ko
2025-06-02,서든,CA5mYaOOR3g,서든어택,서든어택,2025-01-03T05:55:52Z,UCE5SDfih5257eRNbIlrS6VQ,밍기밍,,20,https://i.ytimg.com/vi/CA5mYaOOR3g/hqdefault.jpg,,PT1H12M36S,4356,01:12:36,2d,hd,false,False,public,False,35,0,0,52,27552,310,2015-02-06T15:38:19Z,none
2025-06-02,서든,KX_W8HVzJXo,ㅇㅎ&ㅂㅇ&ㅈㅇ 서든어택 랭크전 part.2,,2025-01-03T02:19:06Z,UCd4cmSb2VMGccz-P5vOyOIQ,도촌TV,,20,https://i.ytimg.com/vi/KX_W8HVzJXo/hqdefault.jpg,,PT1H59M15S,7155,01:59:15,2d,hd,false,False,public,False,6,0,0,18,800,135,2014-01-04T17:29:49Z,ko
2025-06-02,서든,FYMJhCUOuJk,2025-01-01 서든어택 EXIT 2인 플레이 2라운드~ (음성),,2025-01-01T14:32:15Z,UCs1LDD5FzKEUnzBJYhoXumQ,JDH피스록맨,,20,https://i.ytimg.com/vi/FYMJhCUOuJk/hqdefault.jpg,,PT54M24S,3264,54:24,2d,hd,false,False,public,False,17,0,0,1000,850988,3271,2011-11-15T14:56:26Z,none
